"Section","Card Name","Score","Support","Deck Frequency","Vector Score","Synergy","EDHREC","Mana Curve","Quality","Roles","Reason","Algorithm"
"Commander","Zimone and Dina","","","","","","","","","","","v3"
"add","Tatyova, Benthic Druid","1769","0.9236","1.0","0.7658","0.8","0.85","0.8","0.9755","card_draw|etb_synergy|tribal_synergy|lifegain|landfall","Rôles utiles pour la stratégie : lifegain, card_draw | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Pioche (alimente la main en creatures) | Source de pioche | Très bien classé EDHREC (rank 457) | Mana value cohérente (5.0)","v3"
"add","Tireless Provisioner","1680","0.8833","1.0","0.7541","0.61","0.85","1.0","0.9533","ramp|etb_synergy|token_generation|tribal_synergy|lifegain|landfall|artifact_synergy","Rôles utiles pour la stratégie : token_generation, lifegain, ramp | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Cree des tokens sacrifiables | Très bien classé EDHREC (rank 180) | Mana value cohérente (3.0)","v3"
"add","Arcane Denial","1669","0.7408","1.0","0.8009","0.65","1.0","1.0","0.9574","card_draw|counterspell","Rôles utiles pour la stratégie : counterspell, card_draw | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Pioche (alimente la main en creatures) | Source de pioche | Très bien classé EDHREC (rank 56) | Mana value cohérente (2.0)","v3"
"add","Solemn Simulacrum","1666","0.7446","1.0","0.7832","0.68","1.0","0.8","0.9595","ramp|card_draw|etb_synergy|artifact_synergy|tutor","Rôles utiles pour la stratégie : card_draw, ramp | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Pioche (alimente la main en creatures) | Source de pioche | Très bien classé EDHREC (rank 38) | Mana value cohérente (4.0)","v3"
"add","Zagoth Triome","1641","0.8541","1.0","0.7645","0.58","0.85","0.75","0.9372","ramp|card_draw","Rôles utiles pour la stratégie : ramp, card_draw | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Pioche (alimente la main en creatures) | Source de pioche | Très bien classé EDHREC (rank 400)","v3"
"add","Black Market Connections","1613","0.5055","1.0","0.8009","0.9","0.85","1.0","0.7455","card_draw|token_generation|tribal_synergy|enchantment_synergy","Rôles utiles pour la stratégie : token_generation, card_draw | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Pioche (alimente la main en creatures) | Source de pioche | Cree des tokens sacrifiables | Très bien classé EDHREC (rank 133) | Mana value cohérente (3.0)","v3"
"add","Growth Spiral","1599","0.8372","0.75","0.7931","0.75","0.85","1.0","0.9279","card_draw","Rôles utiles pour la stratégie : card_draw | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Pioche (alimente la main en creatures) | Source de pioche | Très bien classé EDHREC (rank 225) | Mana value cohérente (2.0)","v3"
"add","Sheoldred, the Apocalypse","1585","0.5911","1.0","0.7997","0.75","0.85","0.8","0.7926","card_draw|lifegain","Rôles utiles pour la stratégie : lifegain, card_draw | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Pioche (alimente la main en creatures) | Source de pioche | Très bien classé EDHREC (rank 463) | Mana value cohérente (4.0)","v3"
"add","Ethereal Investigator","1585","0.6522","1.0","0.7722","0.94","0.4","0.8","0.5787","card_draw|etb_synergy|token_generation|artifact_synergy","Rôles utiles pour la stratégie : token_generation, card_draw | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Pioche (alimente la main en creatures) | Source de pioche | Cree des tokens sacrifiables | Mana value cohérente (4.0)","v3"
"add","Moldervine Reclamation","1577","0.6617","1.0","0.825","0.73","0.65","0.8","0.7214","card_draw|lifegain|enchantment_synergy","Rôles utiles pour la stratégie : lifegain, card_draw | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Pioche (alimente la main en creatures) | Source de pioche | Très bien classé EDHREC (rank 958) | Mana value cohérente (5.0)","v3"
"add","Cultivate","1552","0.8494","0.75","0.8113","0.522","1.0","1.0","1.0","ramp|tutor","Rôles utiles pour la stratégie : ramp | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Tuteur (chercher les creatures) | Très bien classé EDHREC (rank 20) | Mana value cohérente (3.0)","v3"
"add","An Offer You Can't Refuse","1543","0.738","1.0","0.7822","0.39","1.0","0.75","0.9559","ramp|token_generation|counterspell","Rôles utiles pour la stratégie : token_generation, ramp, counterspell | Bonne présence dans les decklists similaires | Cree des tokens sacrifiables | Très bien classé EDHREC (rank 35)","v3"
"add","Mystic Remora","1542","0.6678","0.75","0.7848","0.79","1.0","0.75","0.9173","card_draw|enchantment_synergy","Rôles utiles pour la stratégie : card_draw | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Pioche (alimente la main en creatures) | Source de pioche | Très bien classé EDHREC (rank 96)","v3"
"add","Eternal Witness","1530","0.8357","1.0","0.7467","0.31","0.85","1.0","0.8428","etb_synergy|tribal_synergy|graveyard_synergy|recursion","Rôles utiles pour la stratégie : recursion, graveyard_synergy | Bonne présence dans les decklists similaires | Très bien classé EDHREC (rank 105) | Mana value cohérente (3.0)","v3"
"add","Rhystic Study","1525","0.7322","0.75","0.7795","0.63","1.0","1.0","0.9527","card_draw|enchantment_synergy","Rôles utiles pour la stratégie : card_draw | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Pioche (alimente la main en creatures) | Source de pioche | Très bien classé EDHREC (rank 41) | Mana value cohérente (3.0)","v3"
"add","Foreboding Landscape","1523","0.5352","1.0","0.793","0.79","0.65","0.75","0.6518","ramp|card_draw|tutor","Rôles utiles pour la stratégie : ramp, card_draw | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Pioche (alimente la main en creatures) | Source de pioche | Très bien classé EDHREC (rank 1651)","v3"
"add","Faerie Mastermind","1515","0.6688","0.75","0.8079","0.75","0.85","1.0","0.8353","card_draw","Rôles utiles pour la stratégie : card_draw | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Pioche (alimente la main en creatures) | Source de pioche | Très bien classé EDHREC (rank 333) | Mana value cohérente (2.0)","v3"
"add","Misty Rainforest","1514","0.8199","0.75","0.7834","0.522","1.0","0.75","1.0","ramp|tutor","Rôles utiles pour la stratégie : ramp | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Tuteur (chercher les creatures) | Très bien classé EDHREC (rank 40)","v3"
"add","Psychosis Crawler","1512","0.6148","0.75","0.7701","0.87","0.85","0.8","0.8056","card_draw|artifact_synergy","Rôles utiles pour la stratégie : card_draw | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Pioche (alimente la main en creatures) | Source de pioche | Très bien classé EDHREC (rank 449) | Mana value cohérente (5.0)","v3"
"add","Polluted Delta","1510","0.809","0.75","0.7911","0.522","1.0","0.75","0.995","ramp|tutor","Rôles utiles pour la stratégie : ramp | Bonne présence dans les decklists similaires | Bonne synergie avec le texte du commandant | Tuteur (chercher les creatures) | Très bien classé EDHREC (rank 37)","v3"
"remove","Al Bhed Salvagers","","","","","","","","","","Présent dans 0 deck(s) des decklists similaires","v3"
"remove","Zimone, All-Questioning","","","","","","","","","","Présent dans 0 deck(s) des decklists similaires","v3"
"remove","Extinction Event","","39","39","","","","","","","Présent dans 3900% des decklists similaires","v3"
"remove","Preacher of the Schism","","42","42","","","","","","","Présent dans 4200% des decklists similaires","v3"
"remove","Abhorrent Oculus","","46","46","","","","","","","Présent dans 4600% des decklists similaires","v3"
"remove","The Gitrog, Ravenous Ride","","16","16","","","","","","","Présent dans 1600% des decklists similaires","v3"
"remove","Gisa, Glorious Resurrector","","25","25","","","","","","","Présent dans 2500% des decklists similaires","v3"
"remove","Greedy Freebooter","","20","20","","","","","","","Présent dans 2000% des decklists similaires","v3"
"remove","Slip Out The Back","","457","457","","","","","","","Présent dans 45700% des decklists similaires","v3"
"remove","Spinner of Souls","","28","28","","","","","","","Présent dans 2800% des decklists similaires","v3"
"remove","Jwari Disruption","","288","288","","","","","","","Présent dans 28800% des decklists similaires","v3"
"remove","Vein Ripper","","32","32","","","","","","","Présent dans 3200% des decklists similaires","v3"
"remove","Turntimber Symbiosis","","811","811","","","","","","","Présent dans 81100% des decklists similaires","v3"
"remove","Black Sun's Twilight","","70","70","","","","","","","Présent dans 7000% des decklists similaires","v3"
"remove","Hall of Storm Giants","","202","202","","","","","","","Présent dans 20200% des decklists similaires","v3"
"remove","Nine-Lives Familiar","","44","44","","","","","","","Présent dans 4400% des decklists similaires","v3"
"remove","Restless Cottage","","119","119","","","","","","","Présent dans 11900% des decklists similaires","v3"
"remove","Yawgmoth, Thran Physician","","590","590","","","","","","","Présent dans 59000% des decklists similaires","v3"
"remove","Grave Pact","","283","283","","","","","","","Présent dans 28300% des decklists similaires","v3"
"remove","Kura, the Boundless Sky","","132","132","","","","","","","Présent dans 13200% des decklists similaires","v3"
